"x","y"
0,0
0,0.00103247
0,0.00103248
1e-10,0.00103248
2.35e-10,0.00103248
4.1725e-10,0.00103248
6.63288e-10,0.00103248
9.95438e-10,0.00103248
1.44384e-09,0.00103248
2.04919e-09,0.00103248
2.8664e-09,0.00103248
3.96964e-09,0.00103248
5e-09,0.00103248
5.03125e-09,0.219562
5.0418e-09,0.319944
5.04892e-09,0.399963
5.05853e-09,0.530518
5.0715e-09,0.749904
5.08026e-09,0.919747
5.08617e-09,1.04478
5.09016e-09,1.13409
5.09555e-09,1.26339
5.09918e-09,1.35502
5.10409e-09,1.48632
5.11072e-09,1.67775
5.11519e-09,1.81413
5.12123e-09,2.01073
5.12938e-09,2.2996
5.14039e-09,2.73638
5.14782e-09,3.05833
5.15033e-09,3.1702
5.15038e-09,3.17256
5.15041e-09,3.17416
5.15044e-09,3.17523
5.15046e-09,3.17596
5.15047e-09,3.17645
5.15048e-09,3.17712
5.1505e-09,3.17801
5.15051e-09,3.17862
5.15053e-09,3.17944
5.15056e-09,3.18054
5.15059e-09,3.18203
5.15064e-09,3.18404
5.1507e-09,3.18676
5.15078e-09,3.19043
5.15089e-09,3.19539
5.15104e-09,3.20209
5.15124e-09,3.21115
5.15151e-09,3.22342
5.15188e-09,3.24003
5.15237e-09,3.26255
5.15304e-09,3.29313
5.15394e-09,3.33473
5.15516e-09,3.39146
5.1568e-09,3.46911
5.15902e-09,3.57592
5.16202e-09,3.72387
5.16606e-09,3.93103
5.17152e-09,4.22462
5.17889e-09,4.64403
5.18885e-09,5.25331
5.19556e-09,5.6903
5.20463e-09,6.25111
5.21687e-09,6.22861
5.2334e-09,5.95096
5.25571e-09,5.81011
5.28583e-09,5.73134
5.32649e-09,5.60386
5.38138e-09,5.43052
5.45549e-09,5.20728
5.55553e-09,4.93103
5.69059e-09,4.61838
5.87292e-09,4.30035
6e-09,4.13599
6.16615e-09,3.96574
6.39044e-09,3.7977
6.69324e-09,3.6513
7e-09,3.56786
7.55186e-09,3.50888
8e-09,3.51119
9e-09,3.57679
1e-08,3.67087
1.1833e-08,3.63063
1.43075e-08,3.61841
1.76482e-08,3.61122
2e-08,3.60798
2.5e-08,3.60444
3e-08,3.60251
3.5e-08,3.6014
4e-08,3.60074
4.5e-08,3.60031
5e-08,3.60003
5.5e-08,3.59984
6e-08,3.5997
6.5e-08,3.59959
7e-08,3.59951
7.5e-08,3.59945
8e-08,3.5994
8.5e-08,3.59937
9e-08,3.59933
9.5e-08,3.59931
1e-07,3.59929
1.05e-07,3.59927
1.1e-07,3.59926
1.11e-07,3.44655
1.12e-07,3.3236
1.125e-07,3.28962
1.1275e-07,3.29133
1.13e-07,3.31492
1.13228e-07,3.36524
1.13382e-07,3.42253
1.13589e-07,3.53657
1.13729e-07,3.64767
1.13918e-07,3.84418
1.14e-07,3.95528
1.14128e-07,4.15116
1.14214e-07,4.30914
1.1433e-07,4.5567
1.14487e-07,4.9764
1.14699e-07,5.67515
1.14843e-07,6.13677
1.14921e-07,6.24949
1.15e-07,6.10809
1.15144e-07,6.08974
1.15337e-07,6.08284
1.15599e-07,6.07537
1.15952e-07,6.06613
1.16428e-07,6.05488
1.17072e-07,6.0416
1.17941e-07,6.02639
1.19113e-07,6.00953
1.2e-07,5.99843

