"x","y"
0,0
0,0.0010616
0,0.00106161
1e-10,0.00106161
2.35e-10,0.00106161
4.1725e-10,0.00106161
6.63288e-10,0.00106161
9.95438e-10,0.00106161
1.44384e-09,0.00106161
2.04919e-09,0.00106161
2.8664e-09,0.00106161
3.96964e-09,0.00106161
5e-09,0.00106161
5.03125e-09,0.151185
5.0418e-09,0.21961
5.05604e-09,0.343984
5.07526e-09,0.573333
5.08174e-09,0.659091
5.0905e-09,0.789029
5.09641e-09,0.883811
5.1004e-09,0.951129
5.10579e-09,1.04787
5.11306e-09,1.18934
5.11797e-09,1.29023
5.1246e-09,1.43587
5.13355e-09,1.65008
5.14562e-09,1.973
5.16193e-09,2.47626
5.18394e-09,3.28095
5.21365e-09,4.62695
5.23371e-09,5.70442
5.24048e-09,6.0967
5.24277e-09,6.23372
5.24431e-09,6.32821
5.24639e-09,6.45496
5.2478e-09,6.5316
5.24874e-09,6.57145
5.25002e-09,6.55211
5.25175e-09,6.39225
5.25409e-09,6.1779
5.25724e-09,5.97855
5.26149e-09,5.82701
5.26723e-09,5.80817
5.27499e-09,5.9533
5.28545e-09,6.0667
5.29958e-09,5.99633
5.31865e-09,5.91375
5.3444e-09,5.86353
5.37916e-09,5.79139
5.42609e-09,5.68602
5.48944e-09,5.542
5.57496e-09,5.34776
5.69042e-09,5.09405
5.84628e-09,4.78833
6e-09,4.5387
6.14203e-09,4.34867
6.33378e-09,4.14034
6.59263e-09,3.92813
6.94209e-09,3.73077
7e-09,3.7079
7.47176e-09,3.55832
8e-09,3.47831
8.85979e-09,3.45136
9e-09,3.45492
1e-08,3.50461
1.1567e-08,3.46064
1.36824e-08,3.4499
1.65381e-08,3.44457
2e-08,3.44123
2.5e-08,3.43878
3e-08,3.43745
3.5e-08,3.43669
4e-08,3.43622
4.5e-08,3.43593
5e-08,3.43574
5.5e-08,3.43561
6e-08,3.43551
6.5e-08,3.43544
7e-08,3.43538
7.5e-08,3.43534
8e-08,3.43531
8.5e-08,3.43528
9e-08,3.43526
9.5e-08,3.43524
1e-07,3.43523
1.05e-07,3.43522
1.1e-07,3.43521
1.11e-07,3.31953
1.115e-07,3.29046
1.12e-07,3.29315
1.12456e-07,3.34101
1.12728e-07,3.40452
1.13e-07,3.50472
1.13248e-07,3.63866
1.13415e-07,3.75987
1.13641e-07,3.96414
1.13794e-07,4.14102
1.14e-07,4.43329
1.14e-07,4.4333
1.14139e-07,4.68017
1.14327e-07,5.07755
1.1458e-07,5.6904
1.14751e-07,6.06653
1.14867e-07,6.20025
1.15e-07,6.03425
1.1521e-07,6.02009
1.15494e-07,6.01544
1.15878e-07,6.01036
1.16395e-07,6.00411
1.17094e-07,5.99653
1.18038e-07,5.98755
1.19311e-07,5.9771
1.2e-07,5.97185

