"x","y"
0,0
0,0.00103648
0,0.00103649
1e-10,0.00103649
2.35e-10,0.00103649
4.1725e-10,0.00103649
6.63288e-10,0.00103649
9.95438e-10,0.00103649
1.44384e-09,0.00103649
2.04919e-09,0.00103649
2.8664e-09,0.00103649
3.96964e-09,0.00103649
5e-09,0.00103649
5.03125e-09,0.108148
5.05234e-09,0.229246
5.06658e-09,0.334419
5.07619e-09,0.416627
5.08917e-09,0.548275
5.09793e-09,0.647376
5.10975e-09,0.79971
5.11773e-09,0.91177
5.1285e-09,1.07966
5.13578e-09,1.2014
5.14068e-09,1.28754
5.14731e-09,1.41075
5.15626e-09,1.59
5.1623e-09,1.71756
5.16637e-09,1.80676
5.17188e-09,1.93249
5.1793e-09,2.11218
5.18933e-09,2.37379
5.20287e-09,2.76458
5.22115e-09,3.35765
5.24582e-09,4.28604
5.27914e-09,5.77627
5.28476e-09,6.04868
5.28855e-09,6.23985
5.29111e-09,6.36442
5.29457e-09,6.3596
5.29924e-09,6.23717
5.30554e-09,6.13248
5.31405e-09,6.083
5.32553e-09,6.08184
5.34103e-09,6.07716
5.36197e-09,6.04928
5.39022e-09,6.01012
5.42837e-09,5.95665
5.47986e-09,5.87999
5.54938e-09,5.77207
5.64324e-09,5.62468
5.76994e-09,5.43005
5.94098e-09,5.18084
6e-09,5.09937
6.23091e-09,4.80677
6.38678e-09,4.63614
6.5972e-09,4.43675
6.88126e-09,4.21735
7e-09,4.14155
7.38349e-09,3.9351
7.9012e-09,3.74127
8e-09,3.71482
8.69891e-09,3.56687
9e-09,3.52897
9.94353e-09,3.46035
1e-08,3.45871
1.12738e-08,3.42018
1.29933e-08,3.41422
1.53148e-08,3.41242
1.84487e-08,3.41139
2e-08,3.41104
2.42308e-08,3.41054
2.92308e-08,3.41024
3e-08,3.4102
3.5e-08,3.41005
4e-08,3.40996
4.5e-08,3.4099
5e-08,3.40987
5.5e-08,3.40984
6e-08,3.40982
6.5e-08,3.4098
7e-08,3.40979
7.5e-08,3.40978
8e-08,3.40978
8.5e-08,3.40977
9e-08,3.40977
9.5e-08,3.40976
1e-07,3.40976
1.05e-07,3.40976
1.1e-07,3.40975
1.105e-07,3.39219
1.11e-07,3.42099
1.11456e-07,3.48073
1.11728e-07,3.53525
1.12e-07,3.6057
1.12248e-07,3.68667
1.12415e-07,3.7525
1.12641e-07,3.85542
1.12794e-07,3.93719
1.13e-07,4.06284
1.13e-07,4.06285
1.13139e-07,4.1611
1.13327e-07,4.31055
1.1358e-07,4.55148
1.13922e-07,4.96307
1.14e-07,5.07326
1.14462e-07,5.78712
1.14731e-07,6.1515
1.14798e-07,6.18917
1.14889e-07,6.20098
1.15e-07,6.08543
1.15166e-07,6.0761
1.15389e-07,6.07348
1.15691e-07,6.0707
1.16098e-07,6.06714
1.16648e-07,6.06261
1.1739e-07,6.05692
1.18392e-07,6.04987
1.19745e-07,6.04124
1.2e-07,6.03963

