"x","y"
0,0
0,1.6841e-06
0,1.6841e-06
1e-10,1.6841e-06
2.35e-10,1.6841e-06
4.1725e-10,1.6841e-06
6.63288e-10,1.6841e-06
9.95438e-10,1.6841e-06
1.44384e-09,1.6841e-06
2.04919e-09,1.6841e-06
2.8664e-09,1.6841e-06
3.96964e-09,1.6841e-06
5e-09,1.6841e-06
5.0625e-09,0.81726
5.14688e-09,4.00816
5.20383e-09,6.69149
5.24227e-09,6.42648
5.29417e-09,5.95261
5.36423e-09,5.61531
5.45882e-09,5.24696
5.58651e-09,4.86392
5.75889e-09,4.49745
5.9916e-09,4.16538
6e-09,4.15558
6.31416e-09,3.87539
6.73829e-09,3.65233
7e-09,3.56915
7.57257e-09,3.45247
8e-09,3.41265
9e-09,3.40247
1e-08,3.45481
1.19018e-08,3.40094
1.44692e-08,3.3858
1.79352e-08,3.37619
2.26143e-08,3.36906
2.76143e-08,3.36469
3.26143e-08,3.36207
3.76143e-08,3.36045
4.26143e-08,3.35941
4.33333e-08,3.35927
4.83333e-08,3.35863
5.33333e-08,3.35818
5.83333e-08,3.35787
6.33333e-08,3.35764
6.83333e-08,3.35746
7.33333e-08,3.35733
7.66667e-08,3.35726
8.16667e-08,3.35717
8.66667e-08,3.3571
9.16667e-08,3.35705
9.66667e-08,3.357
1.01667e-07,3.35697
1.06667e-07,3.35694
1.1e-07,3.35692
1.11e-07,3.2231
1.12e-07,3.15804
1.125e-07,3.17125
1.13e-07,3.24959
1.13228e-07,3.322
1.13535e-07,3.4656
1.13743e-07,3.61062
1.13871e-07,3.72856
1.14e-07,3.87123
1.14234e-07,4.21599
1.14392e-07,4.56504
1.14606e-07,5.29765
1.14894e-07,6.72963
1.15e-07,6.53714
1.15389e-07,6.4836
1.15914e-07,6.4377
1.16623e-07,6.38533
1.1758e-07,6.32604
1.18872e-07,6.25994
1.2e-07,6.20989

