"x","y"
0,0
0,1.58318e-08
0,1.58318e-08
1e-10,1.58318e-08
2.35e-10,1.58318e-08
4.1725e-10,1.58318e-08
6.63288e-10,1.58318e-08
9.95438e-10,1.58318e-08
1.44384e-09,1.58318e-08
2.04919e-09,1.58318e-08
2.8664e-09,1.58318e-08
3.96964e-09,1.58318e-08
5e-09,1.58318e-08
5.25e-09,0.799576
5.33438e-09,1.21154
5.44828e-09,2.02079
5.60205e-09,3.66239
5.80965e-09,6.62496
5.90482e-09,6.96433
6e-09,6.85651
6.17346e-09,6.76629
6.40763e-09,6.65173
6.72375e-09,6.47809
7e-09,6.31884
7.57614e-09,5.99311
8e-09,5.77385
8.5e-09,5.54286
9e-09,5.34097
9.91125e-09,5.03602
1e-08,5.0102
1.12302e-08,4.99769
1.28909e-08,4.99674
1.5133e-08,4.99591
1.81597e-08,4.99514
2.22458e-08,4.99447
2.72458e-08,4.99396
3.22458e-08,4.99364
3.72458e-08,4.99343
4.22458e-08,4.9933
4.33333e-08,4.99327
4.83333e-08,4.99318
5.33333e-08,4.99312
5.83333e-08,4.99308
6.33333e-08,4.99304
6.83333e-08,4.99302
7.33333e-08,4.993
7.66667e-08,4.99299
8.16667e-08,4.99298
8.66667e-08,4.99297
9.16667e-08,4.99296
9.66667e-08,4.99295
1.01667e-07,4.99294
1.06667e-07,4.99294
1.1e-07,4.99294
1.11e-07,5.31081
1.115e-07,5.51357
1.12e-07,5.74652
1.12911e-07,6.24763
1.13e-07,6.30034
1.14e-07,6.82875
1.145e-07,6.96186
1.15e-07,6.30348
1.15911e-07,5.78755
1.17141e-07,5.38673
1.18802e-07,5.04103
1.2e-07,4.84398

