"x","y"
0,0
0,1.3525e-07
0,1.35282e-07
1e-10,1.35282e-07
2.35e-10,1.35282e-07
4.1725e-10,1.35282e-07
6.63288e-10,1.35282e-07
9.95438e-10,1.35282e-07
1.44384e-09,1.35282e-07
2.04919e-09,1.35282e-07
2.8664e-09,1.35282e-07
3.96964e-09,1.35282e-07
5e-09,1.35282e-07
5.25e-09,0.822232
5.33438e-09,1.24142
5.44828e-09,2.06228
5.60205e-09,3.72635
5.80965e-09,6.84391
5.90482e-09,6.91348
6e-09,6.88014
6.17346e-09,6.85006
6.40763e-09,6.79998
6.72375e-09,6.71079
7e-09,6.61389
7.57614e-09,6.37357
8e-09,6.18169
9e-09,5.74812
9.5e-09,5.55681
1e-08,5.38446
1.09112e-08,5.37685
1.21414e-08,5.37628
1.38022e-08,5.37569
1.60442e-08,5.37512
1.90709e-08,5.3746
2.3157e-08,5.37416
2.8157e-08,5.37383
3.3157e-08,5.37362
3.8157e-08,5.37349
4.3157e-08,5.3734
4.33333e-08,5.3734
4.83333e-08,5.37334
5.33333e-08,5.3733
5.83333e-08,5.37327
6.33333e-08,5.37325
6.83333e-08,5.37323
7.33333e-08,5.37322
7.66667e-08,5.37321
8.16667e-08,5.3732
8.66667e-08,5.37319
9.16667e-08,5.37319
9.66667e-08,5.37318
1.01667e-07,5.37318
1.06667e-07,5.37318
1.1e-07,5.37318
1.11e-07,5.73185
1.12e-07,6.17168
1.13e-07,6.61133
1.135e-07,6.77634
1.14e-07,6.88185
1.14456e-07,6.93145
1.15e-07,6.60047
1.1583e-07,6.35927
1.16951e-07,6.14064
1.18465e-07,5.93108
1.2e-07,5.7668

