"x","y"
0,0
0,0.00240593
0,0.00240641
1e-10,0.00240641
2.35e-10,0.00240641
4.1725e-10,0.00240641
6.63288e-10,0.00240641
9.95438e-10,0.00240641
1.44384e-09,0.00240641
2.04919e-09,0.00240641
2.8664e-09,0.00240641
3.96964e-09,0.00240641
5e-09,0.00240641
6e-09,0.00477081
7e-09,0.00949465
8e-09,0.0165887
9e-09,0.026069
1e-08,0.0379569
1.24604e-08,0.0673677
1.57819e-08,0.107487
2e-08,0.159102
2.5e-08,0.221214
3e-08,0.284293
3.5e-08,0.348296
4e-08,0.413184
4.5e-08,0.478925
5e-08,0.545491
5.5e-08,0.612859
6e-08,0.68101
6.5e-08,0.749925
7e-08,0.819582
7.5e-08,0.889959
8e-08,0.961034
8.5e-08,1.03279
9e-08,1.10521
9.5e-08,1.1783
1e-07,1.25205
1.05e-07,1.32645
1.1e-07,1.4015
1.11e-07,1.41357
1.12e-07,1.42262
1.13e-07,1.42866
1.14e-07,1.43168
1.15e-07,1.43168
1.1746e-07,1.43168
1.2e-07,1.43168

