"x","y"
0,0
0,1.6841e-06
0,1.6841e-06
1e-10,1.6841e-06
2.35e-10,1.6841e-06
4.1725e-10,1.6841e-06
6.63288e-10,1.6841e-06
9.95438e-10,1.6841e-06
1.44384e-09,1.6841e-06
2.04919e-09,1.6841e-06
2.8664e-09,1.6841e-06
3.96964e-09,1.6841e-06
5e-09,1.6841e-06
5.125e-09,0.197299
5.20938e-09,0.431229
5.32328e-09,0.955124
5.40017e-09,1.42595
5.45207e-09,1.80381
5.52213e-09,2.42709
5.61671e-09,3.48758
5.7444e-09,5.34215
5.8306e-09,6.74971
5.94695e-09,6.71132
6e-09,6.70412
6.15708e-09,6.69959
6.36914e-09,6.68956
6.65543e-09,6.66686
7e-09,6.62286
7.52175e-09,6.52024
8e-09,6.39096
8.95089e-09,6.07502
9e-09,6.05764
1e-08,5.71513
1.1733e-08,5.71127
1.40725e-08,5.71088
1.72309e-08,5.71053
2.14948e-08,5.71026
2.64948e-08,5.71007
3.14948e-08,5.70996
3.64948e-08,5.70989
4.14948e-08,5.70985
4.33333e-08,5.70983
4.83333e-08,5.70981
5.33333e-08,5.70979
5.83333e-08,5.70978
6.33333e-08,5.70977
6.83333e-08,5.70976
7.33333e-08,5.70976
7.66667e-08,5.70975
8.16667e-08,5.70975
8.66667e-08,5.70975
9.16667e-08,5.70974
9.66667e-08,5.70974
1.01667e-07,5.70974
1.06667e-07,5.70974
1.1e-07,5.70974
1.105e-07,5.87616
1.11e-07,6.05259
1.11911e-07,6.36333
1.12e-07,6.39034
1.13e-07,6.62712
1.135e-07,6.68685
1.14e-07,6.71259
1.14456e-07,6.72287
1.15e-07,6.58961
1.1583e-07,6.52522
1.16951e-07,6.4561
1.18465e-07,6.38003
1.2e-07,6.31434

