"x","y"
0,0
0,0.00240576
0,0.00240641
1e-10,0.00240641
2.35e-10,0.00240641
4.1725e-10,0.00240641
6.63288e-10,0.00240641
9.95438e-10,0.00240641
1.44384e-09,0.00240641
2.04919e-09,0.00240641
2.8664e-09,0.00240641
3.96964e-09,0.00240641
5e-09,0.00240641
5.03125e-09,0.26305
5.0418e-09,0.383394
5.04892e-09,0.479524
5.05853e-09,0.636685
5.06501e-09,0.756342
5.06939e-09,0.843539
5.0753e-09,0.972751
5.08329e-09,1.16888
5.08867e-09,1.31227
5.09231e-09,1.4143
5.09722e-09,1.56127
5.10053e-09,1.66522
5.105e-09,1.81401
5.11104e-09,2.03103
5.11512e-09,2.18548
5.11787e-09,2.29328
5.12158e-09,2.44491
5.1266e-09,2.66121
5.13337e-09,2.97468
5.14251e-09,3.43558
5.15484e-09,4.12833
5.1715e-09,5.20267
5.18274e-09,6.04214
5.18654e-09,6.33856
5.18782e-09,6.43956
5.18955e-09,6.54528
5.19071e-09,6.56879
5.19229e-09,6.46482
5.19442e-09,6.28585
5.19729e-09,6.16935
5.20116e-09,6.14791
5.2064e-09,6.17485
5.21346e-09,6.18124
5.223e-09,6.14137
5.23587e-09,6.0847
5.25325e-09,6.02667
5.27671e-09,5.94749
5.30839e-09,5.82834
5.35115e-09,5.6579
5.40888e-09,5.42971
5.48681e-09,5.1495
5.59202e-09,4.83835
5.73405e-09,4.52159
5.82993e-09,4.36063
5.95935e-09,4.18577
6e-09,4.14181
6.17473e-09,3.97951
6.41061e-09,3.83515
6.72905e-09,3.72785
7e-09,3.68609
7.58036e-09,3.67072
8e-09,3.69644
9e-09,3.79902
1e-08,3.91287
1.19277e-08,3.86978
1.453e-08,3.85494
1.80432e-08,3.8455
2e-08,3.84183
2.47428e-08,3.83709
2.97428e-08,3.83434
3e-08,3.8342
3.5e-08,3.83267
4e-08,3.83174
4.5e-08,3.83114
5e-08,3.83075
5.5e-08,3.83048
6e-08,3.83028
6.5e-08,3.83013
7e-08,3.83002
7.5e-08,3.82993
8e-08,3.82986
8.5e-08,3.82981
9e-08,3.82976
9.5e-08,3.82973
1e-07,3.8297
1.05e-07,3.82968
1.1e-07,3.82966
1.11e-07,3.65767
1.12e-07,3.49761
1.125e-07,3.4275
1.13e-07,3.39275
1.13228e-07,3.4043
1.13535e-07,3.47397
1.13743e-07,3.5821
1.13871e-07,3.68945
1.14e-07,3.83495
1.14117e-07,4.00865
1.14196e-07,4.15492
1.14303e-07,4.3861
1.14375e-07,4.57588
1.14472e-07,4.87636
1.14603e-07,5.39786
1.14781e-07,6.15947
1.14836e-07,6.27406
1.1491e-07,6.29985
1.15e-07,6.09369
1.15135e-07,6.0742
1.15317e-07,6.06996
1.15563e-07,6.06592
1.15895e-07,6.0609
1.16343e-07,6.05475
1.16947e-07,6.04745
1.17764e-07,6.0391
1.18866e-07,6.02997
1.2e-07,6.02234

