"x","y"
0,0
0,1.6841e-06
0,1.6841e-06
1e-10,1.6841e-06
2.35e-10,1.6841e-06
4.1725e-10,1.6841e-06
6.63288e-10,1.6841e-06
9.95438e-10,1.6841e-06
1.44384e-09,1.6841e-06
2.04919e-09,1.6841e-06
2.8664e-09,1.6841e-06
3.96964e-09,1.6841e-06
5e-09,1.6841e-06
6e-09,0.0022316
7e-09,0.00668262
8e-09,0.0133669
9e-09,0.0223037
1e-08,0.0335189
1.24604e-08,0.061294
1.57819e-08,0.0992794
2.02659e-08,0.151422
2.52659e-08,0.210685
3.02659e-08,0.271073
3.52659e-08,0.332533
4.02659e-08,0.395017
4.17996e-08,0.414382
4.33333e-08,0.433837
4.61285e-08,0.469523
4.9902e-08,0.518157
5.4902e-08,0.583382
5.9902e-08,0.649471
6.4902e-08,0.716393
6.9902e-08,0.784119
7.4902e-08,0.852623
7.66667e-08,0.876983
8.16667e-08,0.9465
8.66667e-08,1.01674
9.16667e-08,1.08767
9.66667e-08,1.15928
1.01667e-07,1.23156
1.06667e-07,1.30449
1.1e-07,1.35347
1.11e-07,1.36525
1.12e-07,1.37407
1.13e-07,1.37993
1.14e-07,1.38283
1.15e-07,1.38275
1.1746e-07,1.38259
1.2e-07,1.38243

