"x","y"
0,0
0,1.3525e-07
0,1.35282e-07
1e-10,1.35282e-07
2.35e-10,1.35282e-07
4.1725e-10,1.35282e-07
6.63288e-10,1.35282e-07
9.95438e-10,1.35282e-07
1.44384e-09,1.35282e-07
2.04919e-09,1.35282e-07
2.8664e-09,1.35282e-07
3.96964e-09,1.35282e-07
5e-09,1.35282e-07
6e-09,0.00213115
7e-09,0.00636983
8e-09,0.0127211
9e-09,0.0212029
1e-08,0.0318456
1.24604e-08,0.0581025
1.57819e-08,0.0939976
2.02659e-08,0.143313
2.52659e-08,0.199414
3.02659e-08,0.256626
3.52659e-08,0.314888
4.02659e-08,0.374144
4.33333e-08,0.410974
4.58333e-08,0.441247
4.92083e-08,0.482462
5.37646e-08,0.538705
5.87646e-08,0.601196
6.37646e-08,0.664451
6.87646e-08,0.728436
7.37646e-08,0.793107
7.66667e-08,0.830957
8.16667e-08,0.896642
8.66667e-08,0.962923
9.16667e-08,1.02976
9.66667e-08,1.09712
1.01667e-07,1.16497
1.06667e-07,1.23329
1.1e-07,1.2791
1.11e-07,1.28996
1.12e-07,1.29792
1.13e-07,1.30296
1.14e-07,1.30508
1.15e-07,1.30429
1.1746e-07,1.30236
1.2e-07,1.30038

